STN,YYYYMMDD,RD,SX,# STN,DDVEC,FHVEC,FG,FHX,FHXH,FHN,FHNH,FXX,FXXH,TG,TN,TNH,TX,TXH,T10N,T10NH,SQ,SP,Q,DR,RH,RHX,RHXH,PG,PX,PXH,PN,PNH,VVN,VVNH,VVX,VVXH,NG,UG,UX,UXH,UN,UNH,EV24,ALFANUMERIEKEWAARDE,Bebouwd gebied,Dikke eerdgronden,Ingewikkelde samenstelling,Kalkloze zandgronden,Moerige gronden,Podzolgronden,Rivierkleigronden,Veengronden,Water
550,2021-06-16,    0,    0,260,110,13,19,30,8,10,1,   70,   15,216,106,3,289,15,73,    6,150,90,2855,0,0,0,    1,10135,10178,    1,10100,   24,64,    4,   82,   19,    3,65,97,4,45,14,53,27.78,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-06-17,    0,    0,260,245,10,31,60,13,10,1,  110,   13,240,167,2,308,13,135,    6,107,64,2542,0,0,0,    1,10109,10142,   23,10089,    4,61,   24,   81,   15,    5,67,94,2,46,12,49,30.19,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-06-18,   48,    0,260,100,18,31,50,10,10,21,  130,   16,224,188,5,295,15,172,   24,74,44,2026,29,178,131,   19,10119,10149,    5,10089,   16,24,    5,   81,   17,    5,82,98,23,55,14,38,28.49,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-06-19,  135,    0,260,261,12,32,50,7,20,11,  100,    7,181,161,24,203,1,155,   24,18,11,803,14,90,53,   24,10129,10154,   13,10072,   24,37,   23,   70,    1,    8,85,97,24,78,16,14,24.78,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-06-20,  101,    0,260,330,13,30,60,24,10,5,  100,   24,186,150,24,225,15,145,   24,46,27,1543,9,7,4,    3,10078,10088,   14,10058,    3,35,    2,   80,   13,    8,82,97,1,66,16,27,21.47,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-06-21,   69,    0,260,16,37,38,50,1,20,22,  100,    6,140,121,22,162,16,107,   24,2,1,830,95,108,18,    3,10110,10159,   24,10069,    5,60,    3,   75,   15,    8,88,95,4,80,15,13,21.15,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-06-22,   45,    0,260,24,37,38,60,14,10,24,  100,   14,145,109,3,179,12,100,    6,49,29,1807,16,5,4,   24,10179,10209,   23,10157,    1,65,    1,   81,   18,    8,71,91,1,57,11,30,18.56,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-06-23,   14,    0,260,14,25,25,40,11,0,4,   70,   10,146,110,4,172,15,112,    6,10,6,1552,24,7,5,    3,10218,10223,   24,10207,    2,56,    4,   81,   15,    8,74,96,4,61,12,25,20.64,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-06-24,    0,    0,260,352,14,20,30,1,10,15,   60,    1,150,75,24,191,15,65,   24,25,15,1622,0,0,0,    1,10206,10222,    1,10191,   17,20,   24,   81,   13,    6,73,98,24,57,13,27,32.25,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-06-25,    0,    0,260,193,22,25,50,12,10,1,   80,   11,148,71,2,187,16,57,    6,4,2,1055,24,13,7,   19,10177,10191,    1,10169,   10,4,    2,   65,   15,    7,87,99,2,74,10,17,33.6,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-06-26,   14,    0,260,81,17,24,40,16,10,1,   70,   10,198,145,1,249,15,133,    6,81,48,2302,0,0,0,    1,10184,10192,    7,10174,   17,14,    1,   79,   14,    8,77,98,1,45,14,42,36.08,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-06-27,    1,    0,260,80,31,36,60,14,20,20,  140,   18,208,168,3,270,15,154,    6,60,36,2045,19,68,56,   19,10155,10178,    1,10133,   17,50,    2,   83,   17,    7,76,97,24,46,15,38,33.26,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-06-28,   74,    0,260,5,8,14,20,2,10,1,   40,   15,203,150,4,244,10,134,    6,46,28,1238,0,-1,-1,    1,10135,10141,    1,10126,   18,3,    4,   75,   11,    7,86,99,4,69,10,23,23.15,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-06-29,    9,    0,260,325,25,26,40,15,10,1,   80,   15,173,135,24,207,12,131,   24,3,2,821,26,12,9,    6,10117,10124,    1,10113,    5,31,    2,   70,   14,    8,91,98,2,83,11,14,26.95,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-02,    1,    0,260,218,11,18,30,16,10,18,   50,   13,166,116,24,219,15,103,   24,29,17,1193,14,2,1,    9,10169,10176,   11,10156,    3,27,    8,   77,   15,    7,84,98,23,62,15,20,20.6,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-03,    2,    0,260,135,18,21,40,10,10,1,  130,   18,184,108,2,234,12,98,    6,40,24,1528,22,77,64,   18,10143,10168,    1,10119,   24,2,    1,   80,   15,    7,83,100,1,61,10,27,31.17,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-04,  104,    0,260,230,10,15,40,15,10,1,   80,   15,181,131,24,230,12,118,   24,37,22,1532,38,57,29,   16,10095,10116,    1,10080,   14,1,   22,   82,   12,    7,86,99,22,61,11,27,40.18,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-05,   78,    0,260,181,23,28,50,12,10,16,   90,   12,167,145,5,191,11,128,    6,33,20,1383,30,47,21,    1,10075,10085,   13,10044,   24,50,    1,   75,   11,    8,87,98,1,72,11,24,37.68,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-06,    9,    0,260,194,50,53,80,9,30,1,  180,   14,180,151,23,209,10,120,   24,51,31,1459,8,5,3,   15,10050,10110,   24,10006,    4,64,    2,   83,   20,    7,72,91,1,57,10,26,34.06,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-07,    2,    0,260,201,22,28,50,9,0,22,  110,    9,172,117,24,218,16,110,   24,58,35,1772,0,0,0,    1,10147,10188,   24,10109,    1,59,   23,   83,   18,    5,76,97,22,58,16,31,25.35,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-08,    0,    0,260,319,16,18,30,14,0,1,   70,   12,181,115,1,230,12,106,    6,67,41,1995,0,0,0,    1,10205,10224,   23,10188,    3,6,    1,   82,    8,    7,74,99,1,53,11,35,25.52,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-09,    0,    0,260,268,12,19,40,12,0,2,   80,   12,176,106,4,238,14,96,    6,116,70,2612,0,0,0,    1,10210,10221,    8,10197,   24,15,   24,   82,   14,    3,78,98,2,52,14,46,27.26,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-10,    0,    0,260,332,11,15,30,17,10,1,   60,   17,184,130,1,228,13,120,    6,37,22,1702,0,-1,-1,    1,10165,10194,    1,10147,   18,2,    4,   75,   14,    8,78,99,4,53,14,30,32.43,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-11,    0,    0,260,287,7,18,40,14,10,1,   70,   15,188,142,24,234,13,132,   24,58,35,1781,0,-1,-1,    1,10158,10169,   11,10145,   24,39,   22,   82,   17,    7,81,98,23,55,16,32,32.3,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-12,    0,    0,260,113,18,21,40,10,0,24,   80,   18,197,128,4,252,13,119,    6,51,31,1885,0,-1,-1,    1,10109,10140,    1,10091,   17,4,    3,   82,   13,    8,78,99,3,55,15,34,29.33,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-13,    1,    0,260,350,28,29,40,8,10,1,   80,   19,188,156,3,206,16,145,    6,0,0,505,4,5,5,   14,10108,10118,   24,10095,    3,22,   24,   66,   17,    8,91,98,2,84,13,9,32.8,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-14,    4,    0,260,329,41,41,50,12,30,1,  100,    9,188,172,1,210,14,170,    6,15,9,824,22,12,5,   23,10114,10127,   24,10105,   18,25,    1,   70,   13,    8,90,98,1,81,14,15,31.06,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-15,   58,    0,260,349,46,46,60,4,30,22,  120,    3,178,167,24,186,1,155,   24,0,0,289,42,63,18,    5,10164,10207,   24,10125,    3,31,    5,   75,   21,    8,91,97,2,80,21,5,40.89,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-16,   24,    0,260,343,33,34,50,17,20,22,   90,   13,180,155,4,217,14,139,    6,74,45,1886,0,-1,-1,    1,10232,10257,   24,10208,    1,63,   13,   67,    2,    6,74,83,1,62,14,33,39.17,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-17,    0,    0,260,360,32,33,50,11,10,3,  100,   13,200,135,4,247,15,115,    6,139,86,2798,0,0,0,    1,10260,10269,    9,10254,   24,56,    3,   83,   18,    1,73,98,4,53,17,51,38.73,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-18,    0,    0,260,334,23,27,50,16,0,5,   90,   16,202,127,3,266,14,103,    6,150,93,2759,0,0,0,    1,10238,10250,    1,10227,   18,2,    4,   82,   16,    0,74,99,2,51,15,50,37.16,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-19,    0,    0,260,20,18,20,40,16,0,5,   70,   14,174,117,4,228,13,90,   24,85,53,1940,0,0,0,    1,10223,10232,    8,10213,   19,3,    4,   81,   18,    3,75,98,4,53,16,34,36.72,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-20,    0,    0,260,39,15,18,30,9,0,5,   70,   12,172,92,4,239,16,69,    6,136,84,2729,0,0,0,    1,10218,10226,   23,10210,   16,10,    3,   80,   17,    1,71,98,3,45,15,47,34.15,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-21,    0,    0,260,350,8,17,30,17,0,4,   50,   14,194,107,4,259,15,84,    6,118,73,2480,0,0,0,    1,10232,10241,    9,10224,    1,4,    2,   80,   10,    2,69,100,2,44,13,45,32.26,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-22,    0,    0,260,6,26,29,40,8,10,4,   80,   10,183,134,24,229,16,115,    6,130,81,2530,0,0,0,    1,10223,10235,   10,10210,   18,33,    4,   83,   19,    1,71,98,4,41,15,45,29.42,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-23,    0,    0,260,53,25,26,40,13,10,3,   80,   17,170,108,3,212,17,87,    6,58,36,1567,0,0,0,    1,10176,10210,    1,10136,   24,58,    3,   81,   18,    5,77,98,3,58,17,27,36.24,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-24,    0,    0,260,73,13,21,30,2,0,22,   70,    5,182,133,4,223,14,122,    6,26,16,1005,7,1,1,   16,10095,10130,    1,10078,   19,12,   23,   72,    8,    8,84,98,23,71,10,18,30.76,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-25,    1,    0,260,183,5,20,40,12,10,3,   80,   12,197,152,24,258,14,137,   24,87,55,1917,25,190,94,   15,10079,10092,   20,10070,    3,1,   24,   82,   11,    6,84,99,24,51,12,35,26.39,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-26,  182,    0,260,185,18,23,40,9,10,1,   90,   13,183,141,3,228,12,122,    6,45,28,1441,35,201,95,   15,10094,10110,   24,10082,    1,1,    1,   75,   10,    7,90,100,3,70,11,25,29.82,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-27,  208,    0,260,199,25,27,40,14,10,17,   90,   16,176,151,24,221,14,142,    6,19,12,1119,31,151,77,   19,10102,10111,   11,10088,   18,13,    3,   80,   14,    7,89,97,3,66,14,19,35.25,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-28,  151,    0,260,211,44,46,70,10,20,1,  140,   11,176,150,1,207,12,140,    6,40,25,1264,9,33,30,   15,10085,10090,   15,10078,   24,56,    1,   80,   12,    6,80,96,2,65,20,22,34.56,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-29,   49,    0,260,234,48,50,70,10,20,24,  150,   14,173,132,24,215,14,107,   24,129,82,2464,6,9,7,    3,10098,10110,   20,10076,    2,59,    2,   81,   19,    5,66,93,3,45,14,43,32.71,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-30,    1,    0,260,199,37,40,70,22,10,5,  170,   19,170,110,3,214,12,91,    6,48,31,1401,11,40,19,   14,10063,10098,    1,10034,   23,39,   14,   81,   11,    7,76,94,14,60,12,24,36.97,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-07-31,  100,    0,260,248,36,39,70,1,10,21,  130,    1,164,121,24,200,13,102,   24,61,39,1447,27,86,26,    3,10070,10095,   21,10032,    1,9,   23,   80,   17,    5,86,99,23,69,17,25,34.64,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-08-01,   44,    0,260,267,21,28,40,7,10,22,   90,   13,160,112,24,193,13,95,   24,35,23,1317,12,23,18,   12,10099,10128,   23,10082,    3,44,    7,   75,   11,    6,86,97,2,70,18,22,33.02,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-08-02,   45,    0,260,304,15,18,30,14,0,23,   90,    9,153,103,22,196,16,84,    6,73,47,1629,0,-1,-1,    1,10142,10154,   22,10127,    1,65,    4,   83,   16,    6,75,97,4,53,14,27,33.01,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-08-03,    1,    0,260,34,14,15,30,9,0,3,   50,    8,143,99,24,186,15,80,   24,18,12,1011,11,64,59,   12,10138,10145,    1,10129,   17,4,   23,   75,    8,    7,85,99,23,71,11,16,26.84,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-08-04,   41,    0,260,25,10,15,30,14,0,22,   70,   11,161,91,2,214,15,71,    6,67,44,1660,13,6,3,   19,10133,10144,    7,10119,   24,3,   24,   82,   11,    4,81,99,24,56,12,28,32.77,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-08-05,    8,    0,260,129,14,17,30,15,0,1,   60,   15,183,111,3,233,15,98,    6,70,46,1750,0,0,0,    1,10073,10115,    1,10017,   24,2,    1,   75,   18,    6,77,99,1,58,14,31,27.43,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-08-06,    1,    0,260,209,42,46,70,17,30,1,  130,   10,188,161,24,219,16,157,   24,63,41,1540,4,21,20,   12,10017,10036,   24,10002,    4,68,    2,   81,   15,    7,75,89,6,57,16,27,31.54,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-08-07,   17,    0,260,185,37,38,50,12,20,17,  120,   11,170,143,21,223,14,137,   24,62,41,1668,23,77,30,   11,10013,10034,    1,9994,   15,59,   16,   83,   15,    6,80,93,24,54,13,29,33.58,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-08-08,  147,    0,260,212,51,52,70,9,40,1,  150,    9,163,148,7,198,15,143,   24,43,28,1415,37,84,27,    2,10074,10123,   24,10008,    1,50,    6,   80,   12,    7,82,95,2,65,15,24,37.52,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-08-09,   21,    0,260,204,34,35,60,13,20,17,  170,   15,166,135,15,205,13,133,    6,51,34,1334,8,121,64,   15,10140,10151,   20,10126,    1,65,   16,   80,   13,    7,81,91,16,60,13,23,30.86,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
550,2021-08-10,  123,    0,260,238,23,28,40,4,0,22,   90,    9,168,109,24,222,15,90,   24,102,68,1849,5,19,15,   10,10158,10180,   24,10146,    2,3,   24,   81,   14,    4,80,99,24,50,15,32,31.17,0.3055277752962332,0.0143870785051839,0.0183725807938201,0.0016313493159167,0.0438638304778343,0.0442863142715765,0.279725016693976,0.2116852842611306,0.0805207703843284
